,jobtitle,company,city,state,country,language,formattedLocation,source,advertiserId,date,snippet,url,onmousedown,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations,refNum
645,Dev Ops Engineer (Remote - USA),Fevo,New York,NY,US,en,"New York, NY",Fevo,,"Fri, 01 Jul 2022 20:35:56 GMT","Expert in Linux, Git and at least one scripting language, ideally <b>developer</b> background. At FEVO, a DevOps Engineer is responsible for coordinating the…",https://www.indeed.com/viewjob?jk=b2ca71cdf1a57f97&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",b2ca71cdf1a57f97,False,False,False,"New York, NY",4 months ago,,a45826f6-aba4-498a-90d6-93f3919eccf2
646,Quantitative Research - Athena Risk Developer- Vice President,"JPMorgan Chase Bank, N.A.",New York,NY,US,en,"New York, NY",JPMorgan Chase,,"Fri, 14 Oct 2022 04:05:15 GMT","Quantitative Researchers (QR) are key part of JP Morgan's markets business, developing and maintaining sophisticated mathematical models, cutting-edge…",https://www.indeed.com/viewjob?jk=73d39ec6cfe63276&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",73d39ec6cfe63276,False,False,False,"New York, NY",23 days ago,,278131448
647,Developer III ( Hybrid),1199SEIU Benefit and Pension Funds,New York,NY,US,en,"New York, NY",1199SEIU Family of Funds,,"Thu, 17 Mar 2022 19:16:21 GMT","Responsible for the design and development of new web-based applications and enhancement of existing applications. Net, Microsoft SQL Server 2016/2019.",https://www.indeed.com/viewjob?jk=94afd7a694754c9f&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",94afd7a694754c9f,False,False,False,"New York, NY",7 months ago,,8841
648,Senior Software Engineer – Java Back End,Scholastic,New York,NY,US,en,"New York, NY",Scholastic,,"Tue, 04 Oct 2022 18:40:35 GMT",This candidate will work as part of an interdisciplinary team of closely aligned business units to manage the full software development life cycle.,https://www.indeed.com/viewjob?jk=e5c0f17d78321e3a&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",e5c0f17d78321e3a,False,False,False,"New York, NY",30+ days ago,,R11588-1
649,IT Senior Software Developer - Remote Opportunity,Thermo Fisher Scientific,Grand Island,NY,US,en,"Grand Island, NY",Thermo Fisher Scientific,,"Thu, 03 Nov 2022 02:06:40 GMT",This position plays a key role in designing and building applications and systems to digitally transform our Manufacturing operations by equipping and…,https://www.indeed.com/viewjob?jk=6c945c0ac5ae16da&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cu9girro800,"indeed_clk(this,'9389');",6c945c0ac5ae16da,False,False,False,"Grand Island, NY",3 days ago,,211823BR_FFF54EBA-3
650,Software Developer,Mediacom Communications Corporation,Blooming Grove,NY,US,en,"Blooming Grove, NY",MediaCom,,"Wed, 13 Jul 2022 20:15:28 GMT","Design, code, and modify websites, from layout and according to various department requests. Strive to create visually appealing sites that feature user…",https://www.indeed.com/viewjob?jk=86e1ddad33dea0a8&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",86e1ddad33dea0a8,False,False,False,"Blooming Grove, NY 10914",30+ days ago,,10200_16748
651,"SD, DevOps Product Management",PayPal,New York,NY,US,en,"New York, NY",Paypal,,"Sat, 10 Sep 2022 00:07:57 GMT",A deep understanding of the <b>developer</b> mindset is a must along with thorough knowledge of new and existing <b>developer</b> technologies.,https://www.indeed.com/viewjob?jk=cd61d159bdb1a933&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",cd61d159bdb1a933,False,False,False,"New York, NY",30+ days ago,,R0093308-3
652,"Software Development Engineer, Project Kuiper",Amazon.com Services LLC,New York,NY,US,en,"New York, NY",Amazon.com,,"Thu, 25 Aug 2022 07:59:45 GMT","1+ years of experience contributing to the system design or architecture (architecture, design patterns, reliability and scaling) of new and current systems.",https://www.indeed.com/viewjob?jk=2bf1f15477b7cc71&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",2bf1f15477b7cc71,False,False,False,"New York, NY",30+ days ago,,2210365
653,Sr. Engineering Manager,"JPMorgan Chase Bank, N.A.",New York,NY,US,en,"New York, NY",JPMorgan Chase,,"Thu, 03 Nov 2022 04:04:21 GMT","BS/BA degree or equivalent experience. Expert in cloud-native highly-scalable software development of microservices using Spring Framework (Spring MVC, Spring…",https://www.indeed.com/viewjob?jk=354a8d375cd9bfed&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",354a8d375cd9bfed,False,False,False,"New York, NY",3 days ago,,280854211
654,REACT NATIVE DEVELOPER,BITSKRAFT,New York,NY,US,en,"New York, NY",BITSKRAFT,,"Fri, 26 Aug 2022 17:38:31 GMT","Working closely with designers and backend engineers, you’ll spearhead the Front End UI efforts for our mobile and web apps.",https://www.indeed.com/viewjob?jk=c9943a803036aad5&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",c9943a803036aad5,False,False,False,"New York, NY 10038",30+ days ago,,lqd-1650287033814-4c5f65b7-1389
655,Staff Software Engineer,CertiK,New York,NY,US,en,"New York, NY",CertiK,,"Fri, 14 Oct 2022 18:02:59 GMT",Research & implement software/infrastructure for blockchain security vulnerabilities to enhance other associated features on top of formal verification/static…,https://www.indeed.com/viewjob?jk=dec91d41afc3b2d0&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",dec91d41afc3b2d0,False,False,False,"New York, NY",23 days ago,,d644c292-ce08-4b78-8609-39c6be5bf676
656,"Lead Software Development, Engineering and Services Architect",Northwell Health,Lake Success,NY,US,en,"Lake Success, NY",Northwell Health,,"Wed, 25 May 2022 12:32:36 GMT",Leads team members to ensure appropriate data and system information architecture for applications. Provides guidance and oversight for information architecture…,https://www.indeed.com/viewjob?jk=635d3c29d25d6c3a&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",635d3c29d25d6c3a,False,False,False,"Lake Success, NY 11020",5 months ago,,1962_53301
657,Atlassian System Administrator/Developer NBI_US,Deloitte,New York,NY,US,en,"New York, NY",Deloitte,,"Wed, 12 Oct 2022 01:37:21 GMT","The Atlassian System Consultant will be responsible for the configuration, maintenance, and daily operation of Atlassian tools (currently Jira, Confluence,…",https://www.indeed.com/viewjob?jk=3c2b14568a20e22a&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",3c2b14568a20e22a,False,False,False,"New York, NY",25 days ago,,122693-NY-New Y
658,Front-End Engineer,Hearst Media Services,New York,NY,US,en,"New York, NY",Hearst Media Services,,"Wed, 10 Aug 2022 01:47:09 GMT",Hearst Magazines is looking for a front-end engineer for the role of “Design Systems Engineer”. Front-end experience in UI and experience in design is essential…,https://www.indeed.com/viewjob?jk=559184af8d312568&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",559184af8d312568,False,False,False,"New York, NY 10019",30+ days ago,,2017370
659,"Software Engineer, KMS","Amazon Dev Center U.S., Inc.",New York,NY,US,en,"New York, NY",Amazon.com,,"Wed, 07 Sep 2022 22:44:10 GMT",Demonstrated experience collaborating with other <b>developers</b> to deliver complex projects. We are looking for an experienced software <b>developer</b> with a passion for…,https://www.indeed.com/viewjob?jk=98000a5218ed96e3&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",98000a5218ed96e3,False,False,False,"New York, NY",30+ days ago,,2228742
660,Software Engineer II,The Trade Desk,New York,NY,US,en,"New York, NY",The Trade Desk,,"Thu, 26 May 2022 20:38:35 GMT","You have a sustained track record of making significant, self-directed, and end-to-end contributions to large and impactful software projects.",https://www.indeed.com/viewjob?jk=5df2d08c16d548d8&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",5df2d08c16d548d8,False,False,False,"New York, NY 10003",5 months ago,,REQ-550
661,Full Stack Engineer - Live Shop Ventures,HSN,New York,NY,US,en,"New York, NY",QVC,,"Thu, 01 Sep 2022 17:28:57 GMT","Independently develop, configure & test code during feature development, but still collaborating with other <b>developers</b> and Tech Lead to solve technical…",https://www.indeed.com/viewjob?jk=4c9632e45a6b22f2&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",4c9632e45a6b22f2,False,False,False,"New York, NY",30+ days ago,,R65704
662,Senior SDE,Saks Off 5th,New York,NY,US,en,"New York, NY",Hudson's Bay,,"Fri, 28 Oct 2022 10:39:24 GMT","Through its website and app, Saks OFF 5TH provides a compelling assortment of brands to fashion-seeking customers at the best prices.",https://www.indeed.com/viewjob?jk=9b995103a306be95&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",9b995103a306be95,False,False,False,"New York, NY 10022",9 days ago,,en_R-101589senior_sde_mobile
663,Community Engagement Applications Web Developer,HNTB Corporation,New York,NY,US,en,"New York, NY",HNTB Corporation,,"Sat, 08 Oct 2022 02:43:01 GMT",Experience with agile development and systems engineering life cycles. This team works hand-in-hand with other HNTB digital solutions team members and experts…,https://www.indeed.com/viewjob?jk=8bc4db8ad259e310&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",8bc4db8ad259e310,False,False,False,"New York, NY 10176",29 days ago,,CB0F2028D0ED4CC3809C05638084F2221554
664,Front-End Software Engineer,Cape Privacy,New York,NY,US,en,"New York, NY",Cape Privacy,,"Wed, 26 Jan 2022 22:02:23 GMT",Collaborate with Product and UX design team on user interface specifications. Collaborate with software engineers on design and development of user interface…,https://www.indeed.com/viewjob?jk=9f3f9158165f8abe&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",9f3f9158165f8abe,False,False,False,"New York, NY",9 months ago,,39
665,Senior DevOps Engineer,WarnerMedia,Troy,NY,US,en,"Troy, NY",WarnerMedia,,"Thu, 29 Sep 2022 03:18:14 GMT",Our highly experienced team of engineers utilize cutting-edge technology to build game services that are robust and scalable enough to support world-class…,https://www.indeed.com/viewjob?jk=fcb970673f8e095d&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",fcb970673f8e095d,False,False,False,"Troy, NY",30+ days ago,,R000059472/Senior-DevOps-Engineer
666,DevOps Engineer (100% Remote - Throughout US),Moody's,New York,NY,US,en,"New York, NY",Moody’s,,"Thu, 13 Oct 2022 16:22:26 GMT","The ideal candidate will be a highly motivated individual with a focus on scripting, automation, continuous integration and deployment.",https://www.indeed.com/viewjob?jk=e4a5f0fc0111bf84&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",e4a5f0fc0111bf84,False,False,False,"New York, NY 10007",24 days ago,,115773665
667,Senior Python Developer,Doran Jones,New York,NY,US,en,"New York, NY",Doran Jones,,"Fri, 23 Sep 2022 21:35:29 GMT","In this role, you will work closely with business partners to define strategies for technical solutions, determine requirements, and develop functional designs,…",https://www.indeed.com/viewjob?jk=5981f231d9616355&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",5981f231d9616355,False,False,False,"New York, NY",30+ days ago,,41476f73-61f4-4285-b99c-23796671f0f8
668,Srishti - SDE I - NYC,Amazon.com Services LLC,New York,NY,US,en,"New York, NY",Amazon.com,,"Mon, 09 May 2022 22:18:12 GMT",Programming experience with at least one software programming language. 1+ years of experience in software development. Experience with Amazon Web Services.,https://www.indeed.com/viewjob?jk=34725a5a33912089&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",34725a5a33912089,False,False,False,"New York, NY",6 months ago,,2056604
669,"SDE II - NYC 22, Amazon Publisher Services",Amazon.com Services LLC,New York,NY,US,en,"New York, NY",Amazon.com,,"Mon, 09 May 2022 22:17:23 GMT","1+ years of experience contributing to the system design or architecture (architecture, design patterns, reliability and scaling) of new and current systems.",https://www.indeed.com/viewjob?jk=05c6980d4e35ce7e&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",05c6980d4e35ce7e,False,False,False,"New York, NY",6 months ago,,2057150
670,Animation Systems Programmer (All Levels),Rockstar Games New York & New England,New York,NY,US,en,"New York, NY",Games Job Board,,"Mon, 17 Oct 2022 23:58:21 GMT","The successful applicant will have strong C++ programming skills, good knowledge of and interest in character animation systems, and passion for realistic, high…",https://www.indeed.com/viewjob?jk=7b9290d597ca261e&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",7b9290d597ca261e,False,False,False,"New York, NY",19 days ago,,animation-systems-programmer-all-levels/215275
671,"Staff Software Engineer - Shopping Rewards, Cash App",Cash App,New York,NY,US,en,"New York, NY",Cash App,,"Wed, 02 Nov 2022 13:27:14 GMT","Work cross-functionally with our non-engineering partners (Product and Design) and adjacent engineering teams (Mobile, Machine Learning, and Data Science) to…",https://www.indeed.com/viewjob?jk=b08f449375d035be&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",b08f449375d035be,False,False,False,"New York, NY",4 days ago,,743999860116311
672,Senior Java Developer,Acrence,New York,NY,US,en,"New York, NY",Acrence,,"Wed, 02 Nov 2022 04:24:26 GMT","Minimum of 10 years of hands-on core Java and J2EE web application development experience. Solid understanding of object-oriented design, design patterns, and…",https://www.indeed.com/viewjob?jk=3c40e4f2c5eaee09&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",3c40e4f2c5eaee09,False,False,False,"New York, NY",4 days ago,,e0c6f70cb07448ef9cd43b86c4f75a88
673,Software Engineer - Wealth Management,"JPMorgan Chase Bank, N.A.",New York,NY,US,en,"New York, NY",JPMorgan Chase,,"Thu, 13 Oct 2022 07:05:35 GMT","Your knowledge of development, coding, and testing will help your team raise their game, meeting your standards, as well as satisfying both business and…",https://www.indeed.com/viewjob?jk=8ccf01204f54b7a9&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",8ccf01204f54b7a9,False,False,False,"New York, NY",24 days ago,,278010747
674,.Net Web Developer,ClickIt,Hauppauge,NY,US,en,"Hauppauge, NY",ClickIt,,"Mon, 22 Apr 2019 15:40:54 GMT","ClickIt is a well-established engineering/information based technology company that develops and manufactures a complete line of advanced, easy to use HVR, DVR,…",https://www.indeed.com/viewjob?jk=6452167eefe433c5&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB5Cm5gyD4fkMTDz1JtltejA&indpubnum=448947293830904&atk=1gh76cugiir1j800,"indeed_clk(this,'9614');",6452167eefe433c5,False,False,False,"Hauppauge, NY",3 years ago,,op4
675,Android Engineer II,Uber,New York,NY,US,en,"New York, NY",Uber,,"Wed, 14 Sep 2022 20:10:44 GMT","Collaborates with team members to design, develop, and maintain user interfaces and features for mobile applications (Android). Android java, or Android Kotlin.",https://www.indeed.com/viewjob?jk=e3ebaa76d9e0d59e&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cuqlk7eq800,"indeed_clk(this,'9938');",e3ebaa76d9e0d59e,False,False,False,"New York, NY 10007",30+ days ago,,117426_7E3F48AC
676,Digital Analytics Manager - The Infatuation,"JPMorgan Chase Bank, N.A.",New York,NY,US,en,"New York, NY",JPMorgan Chase,,"Wed, 05 Oct 2022 07:06:04 GMT",The Infatuation is hiring a Digital Analytics Implementation Manager to provide technical leadership and manage our digital analytics and MarTech platforms to…,https://www.indeed.com/viewjob?jk=5992436e35089803&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cuqlk7eq800,"indeed_clk(this,'9938');",5992436e35089803,False,False,False,"New York, NY",30+ days ago,,277022708
677,Software Engineer III,LexisNexis,New York,NY,US,en,"New York, NY",LexisNexis,,"Tue, 01 Nov 2022 15:36:03 GMT",You will be responsible for: designing and implementing new products and features on law360.com and the Law360 family of brands.,https://www.indeed.com/viewjob?jk=7d721a2070abd1c9&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cuqlk7eq800,"indeed_clk(this,'9938');",7d721a2070abd1c9,False,False,False,"New York, NY",5 days ago,,R50312-3
678,Senior Database Engineer,Constellation Brands,Victor,NY,US,en,"Victor, NY",Constellation Brands,,"Thu, 27 Oct 2022 19:13:44 GMT",The Senior Analytics Engineer is a technical role responsible for providing high quality data driven solutions that address key business questions.,https://www.indeed.com/viewjob?jk=32f8a8bcd36aa6e8&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cuqlk7eq800,"indeed_clk(this,'9938');",32f8a8bcd36aa6e8,False,False,False,"Victor, NY 14564",10 days ago,,R-27181
679,Sr Software Engineer,WarnerMedia,New York,NY,US,en,"New York, NY",WarnerMedia,,"Sun, 30 Oct 2022 15:25:05 GMT","5+ years of experience working with other <b>developers</b> on a production system. Build an intuitive, flexible and smart responsive user interface.",https://www.indeed.com/viewjob?jk=5da273a127b358d4&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cuqlk7eq800,"indeed_clk(this,'9938');",5da273a127b358d4,False,False,False,"New York, NY",7 days ago,,R000060381/Sr-Software-Engineer
